"GSE","Platform","Organism","nSamples","hasTreatmentField","nControl","nAgents","Agents","hasCellLine","hasGenotype","usable","Title"
"GSE79391","GPL11154","Homo sapiens",15,TRUE,9,1,"BRD9",TRUE,TRUE,TRUE,"Sensitivity and engineered resistance of myeloid leukemia cells to BRD9 inhibition"
"GSE80774","GPL11154","Homo sapiens",6,TRUE,3,1,"shENL Knock Down",FALSE,FALSE,TRUE,"ENL Links Histone Acetylation to Oncogenic Gene Expression in AML"
"GSE81060","GPL16956","Homo sapiens",6,FALSE,0,0,"",FALSE,FALSE,FALSE,"Molecular mechanism of the G1 arrest and cellular senescence induced by LEE011, novel CDK4"
"GSE82057","GPL16686","Homo sapiens",8,TRUE,0,1,"PB",TRUE,FALSE,FALSE,"Dopamine receptor allows selective targeting of neoplastic progenitors in human acute myel"
"GSE82117","GPL18573","Homo sapiens",18,FALSE,0,0,"",TRUE,FALSE,FALSE,"Transcription control by the ENL YEATS domain in acute leukemia [RNA-seq]"
"GSE82118","GPL18573","Homo sapiens",38,TRUE,20,0,"",TRUE,FALSE,FALSE,"Transcription control by the ENL YEATS domain in acute leukemia"
"GSE82235","GPL21980","Homo sapiens",4,TRUE,2,1,"transduced lentivirus targeting transcripts whole human genome were LEN .",TRUE,FALSE,TRUE,"A calcium- and calpain-dependent pathway determines the response to lenalidomide in myelod"
"GSE83485","GPL570","Homo sapiens",6,TRUE,3,1,"BAY1436032",TRUE,FALSE,TRUE,"Gene expression changes induced by BAY1436032 (IDH1mut inhibitor) in sorted human (CD45+) "
"GSE83660","GPL11154","Homo sapiens",16,TRUE,7,2,"JQ1,; MS417,",TRUE,FALSE,TRUE,"High Resolution Mapping of RNA Polymerases Identifies Mechanisms of Sensitivity and Resist"
"GSE83671","GPL11154","Homo sapiens",16,FALSE,0,0,"",TRUE,FALSE,FALSE,"MLL-AF4 Spreading Identifies Binding Sites that Are Distinct from Super-Enhancers and that"
"GSE83983","GPL16686","Homo sapiens",60,FALSE,0,0,"",TRUE,FALSE,FALSE,"Differential gene expression analysis of pediatric acute myeloid leukemia cell lines treat"
"GSE84440","GPL15207","Homo sapiens",4,FALSE,0,0,"",TRUE,FALSE,FALSE,"Gene expression profiles of MV-4-11 AML cells treated HDAC1/2 -selective inhibitor and Aza"
"GSE85107","GPL11154","Homo sapiens",13,FALSE,0,0,"",TRUE,FALSE,FALSE,"Targeting Chromatin Regulators Inhibits Leukemogenic Gene Expression in NPM1 Mutant Leukem"
"GSE85840","GPL11154","Homo sapiens",48,TRUE,24,1,"AZD5153",FALSE,FALSE,TRUE,"Transcriptional changes induced by Brd4 inhibitor, AZD5153, in cancer cell lines"
"GSE86021","GPL18460","Homo sapiens",18,TRUE,4,3,"AZA; Crenolanib; Crenolanib + AZA",FALSE,FALSE,TRUE,"Crenolanib in combination with azacitidine abrogates stromal protection and survival of le"
"GSE86151","GPL11154","Homo sapiens",24,TRUE,12,1,"Cyclocreatine",TRUE,FALSE,TRUE,"Targeting the Creatine Kinase Pathway in EVI1-Positive Acute Myeloid Leukemia"
"GSE86445","GPL570","Homo sapiens",6,FALSE,0,0,"",TRUE,FALSE,FALSE,"Integrated analysis of the molecular action of Vorinostat identifies epi-sensitised target"
"GSE87580","GPL16699","Homo sapiens",12,TRUE,6,1,"T-3775440",TRUE,FALSE,TRUE,"A novel LSD1 inhibitor T-3775440 induces transdifferentiation in AML cell lines"
"GSE89521","GPL16791","Homo sapiens",28,FALSE,0,0,"",FALSE,FALSE,FALSE,"Rational targeting of cooperating layers of the epigenome yields enhanced therapeutic effi"
"GSE89637","GPL16699","Homo sapiens",8,TRUE,2,3,"Pevonedistat; T-3775440; T-3775440+Pevonedistat",TRUE,FALSE,TRUE,"Synergistic Interaction Between the LSD1 Inhibitor T-3775440 and the NEDD8-activating Enzy"
"GSE93877","GPL18573","Homo sapiens",6,FALSE,0,0,"",TRUE,FALSE,FALSE,"RNA-Seq in SMARCD2 k/d NB4 cells with/without ATRA differentiation"
"GSE94453","GPL16791","Homo sapiens",12,TRUE,6,1,"doxycycline",TRUE,FALSE,TRUE,"MEF2C phosphorylation is required for chemotherapy resistance in acute myeloid leukemia [m"
"GSE94461","GPL11154","Homo sapiens",8,TRUE,4,1,"GW9662",TRUE,FALSE,TRUE,"The effect of PPARG inhibition on human angiomyolipoma cells"
"GSE94567","GPL23032","Homo sapiens",54,FALSE,0,0,"",TRUE,TRUE,FALSE,"ORY-1001/RG6016 effect on leukemia cell lines"
"GSE94835","GPL17692","Homo sapiens",11,TRUE,2,0,"",TRUE,FALSE,FALSE,"Cluster regulation of RUNX family by """"gene switch"""" triggers a profound tumor regression "
"GSE94849","GPL16791","Homo sapiens",24,FALSE,0,0,"",TRUE,FALSE,FALSE,"RNA Sequencing of Pinometostat Sensitive and Resistant Paired Cell Lines"
"GSE97331","GPL15207","Homo sapiens",39,TRUE,18,1,"SY-1425",TRUE,FALSE,TRUE,"AML cell line expression response to SY-1425 (tamibarotene)"
"GSE97631","GPL6244","Homo sapiens",6,TRUE,0,2,"AraC; PBS",FALSE,FALSE,FALSE,"Gene expression of viable human AML cells purified by FACS from bone marrows of three AML "
"GSE97707","GPL10558","Homo sapiens",22,TRUE,11,1,"ARV825",TRUE,FALSE,TRUE,"Effect of PROTAC-mediated BRD4 degradation in acute myeloid leukemia"
"GSE982","GPL96","Homo sapiens",75,FALSE,0,0,"",FALSE,FALSE,FALSE,"Gene Expression-Based High Throughput Screening: HL-60 Cell Treatment with Candidate Compo"
"GSE99255","GPL16791","Homo sapiens",6,FALSE,0,0,"",TRUE,FALSE,FALSE,"Dual inhibition of HDMX and HDM2 as a Therapeutic Strategy in Leukemia"
"GSE995","GPL80","Homo sapiens",30,FALSE,0,0,"",FALSE,FALSE,FALSE,"Differentiation of acute myeloid leukemia cells"
